Date,closing_price,High,Low,Open,Volume,wikipedia_sentiment,tomorrow_price,average_sentiment
2019-01-29,3448.116943359375,3476.0654296875,3400.81982421875,3468.8701171875,5897159493,-0.1,3486.181640625,0.9791140496730805
2019-01-30,3486.181640625,3495.1748046875,3429.387939453125,3443.89697265625,5955112627,-0.1,3457.792724609375,0.9791140496730805
2019-01-31,3457.792724609375,3504.804931640625,3447.915771484375,3485.4091796875,5831198271,-0.1,3487.9453125,0.9791140496730805
2019-02-01,3487.9453125,3501.9541015625,3431.591552734375,3460.547119140625,5422926707,-0.1,3521.060791015625,0.9791140496730805
2019-02-02,3521.060791015625,3523.287353515625,3467.57470703125,3484.6259765625,5071623601,-0.1,3464.013427734375,0.9791140496730805
2019-02-03,3464.013427734375,3521.38818359375,3447.92431640625,3516.1396484375,5043937584,-0.1,3459.154052734375,0.9791140496730805
2019-02-04,3459.154052734375,3476.223876953125,3442.5869140625,3467.211669921875,5332718886,-0.1,3466.357421875,0.9791140496730805
2019-02-05,3466.357421875,3478.148193359375,3451.93701171875,3454.950927734375,5227549545,-0.1,3413.767822265625,0.9791140496730805
2019-02-06,3413.767822265625,3469.091796875,3398.5654296875,3469.091796875,5482196038,-0.1,3399.4716796875,0.9791140496730805
2019-02-07,3399.4716796875,3427.945556640625,3394.218505859375,3414.929443359375,5004962683,-0.1,3666.7802734375,0.9791140496730805
2019-02-08,3666.7802734375,3695.614013671875,3391.023681640625,3401.37646484375,7735623101,-0.1,3671.20361328125,0.9791140496730805
2019-02-09,3671.20361328125,3679.94140625,3646.559326171875,3671.5859375,6158833645,-0.1,3690.188232421875,0.9791140496730805
2019-02-10,3690.188232421875,3695.0361328125,3640.97998046875,3673.201416015625,6282256903,-0.1,3648.4306640625,0.9791140496730805
2019-02-11,3648.4306640625,3695.613037109375,3642.287841796875,3695.613037109375,6277056434,-0.1,3653.528564453125,0.9791140496730805
2019-02-12,3653.528564453125,3668.5869140625,3618.556884765625,3642.751953125,6480384532,-0.1,3632.070556640625,0.9791140496730805
2019-02-13,3632.070556640625,3669.74658203125,3617.246337890625,3653.60400390625,6438903823,-0.1,3616.880859375,0.9791140496730805
2019-02-14,3616.880859375,3646.256591796875,3607.69775390625,3631.170166015625,6271044418,-0.1,3620.810791015625,0.9791140496730805
2019-02-15,3620.810791015625,3647.795166015625,3608.20654296875,3617.368408203125,6091952231,-0.1,3629.78759765625,0.9791140496730805
2019-02-16,3629.78759765625,3652.84130859375,3615.270263671875,3615.270263671875,5934744052,-0.1,3673.836181640625,0.9791140496730805
2019-02-17,3673.836181640625,3680.537353515625,3619.18212890625,3633.359375,7039512503,-0.1,3915.71435546875,0.9791140496730805
2019-02-18,3915.71435546875,3936.6650390625,3669.982421875,3671.369873046875,9908216640,-0.1,3947.094482421875,0.9791140496730805
2019-02-19,3947.094482421875,4010.87939453125,3908.153076171875,3911.66162109375,9933626655,-0.1,3999.820556640625,0.9791140496730805
2019-02-20,3999.820556640625,4000.486328125,3926.246826171875,3946.68505859375,8693373948,-0.1,3954.1181640625,0.9791140496730805
2019-02-21,3954.1181640625,4010.009521484375,3940.108154296875,4000.2568359375,7775128102,-0.1,4005.526611328125,0.9791140496730805
2019-02-22,4005.526611328125,4006.538330078125,3950.81640625,3952.406494140625,7826525254,-0.1,4142.52685546875,0.9791140496730805
2019-02-23,4142.52685546875,4166.2861328125,3968.726806640625,3998.916259765625,8922258316,-0.1,3810.427490234375,0.9791140496730805
2019-02-24,3810.427490234375,4210.6416015625,3793.708984375,4145.4580078125,10794227451,-0.1,3882.6962890625,0.9791140496730805
2019-02-25,3882.6962890625,3913.707275390625,3807.00244140625,3807.00244140625,9318796067,-0.1,3854.35791015625,0.9791140496730805
2019-02-26,3854.35791015625,3891.578857421875,3837.986328125,3878.697265625,7931218996,-0.1,3851.04736328125,0.9791140496730805
2019-02-27,3851.04736328125,3888.802490234375,3787.058837890625,3857.479736328125,8301309684,-0.1,3854.785400390625,0.9791140496730805
2019-02-28,3854.785400390625,3906.058349609375,3845.8212890625,3848.261962890625,8399767798,-0.1,3859.583740234375,0.9791140496730805
2019-03-01,3859.583740234375,3907.79541015625,3851.6923828125,3853.757080078125,7661247975,-0.1,3864.4150390625,0.9791140496730805
2019-03-02,3864.4150390625,3874.607421875,3832.1279296875,3855.318115234375,7578786076,-0.1,3847.17578125,0.9791140496730805
2019-03-03,3847.17578125,3875.483642578125,3836.90576171875,3862.26611328125,7253558152,-0.1,3761.55712890625,0.9791140496730805
2019-03-04,3761.55712890625,3867.3818359375,3733.749755859375,3845.091552734375,9029175788,-0.1,3896.375,0.9791140496730805
2019-03-05,3896.375,3903.916748046875,3745.18310546875,3759.83251953125,10174126415,-0.1,3903.942626953125,0.9791140496730805
2019-03-06,3903.942626953125,3919.510498046875,3871.460693359375,3897.0810546875,9175291529,-0.1,3911.484375,0.9791140496730805
2019-03-07,3911.484375,3939.373291015625,3894.113037109375,3903.384765625,9584165519,-0.1,3901.131591796875,0.9791140496730805
2019-03-08,3901.131591796875,3950.43212890625,3875.228515625,3913.225830078125,10638638944,-0.1,3963.313720703125,0.9791140496730805
2019-03-09,3963.313720703125,3987.23779296875,3892.390380859375,3894.552490234375,10796103518,-0.1,3951.599853515625,0.9791140496730805
2019-03-10,3951.599853515625,3966.17431640625,3924.381103515625,3966.17431640625,9713267607,-0.1,3905.227294921875,0.9791140496730805
2019-03-11,3905.227294921875,3966.384765625,3889.239013671875,3953.740234375,10125901903,-0.1,3909.15625,0.9791140496730805
2019-03-12,3909.15625,3926.88916015625,3863.55908203125,3903.75830078125,9809887079,-0.1,3906.71728515625,0.9791140496730805
2019-03-13,3906.71728515625,3926.59765625,3891.904296875,3913.04736328125,9469184841,-0.1,3924.369140625,0.9791140496730805
2019-03-14,3924.369140625,3946.50439453125,3901.296875,3905.576904296875,10480789570,-0.1,3960.9111328125,0.9791140496730805
2019-03-15,3960.9111328125,3968.54296875,3914.015380859375,3926.663330078125,9394210605,-0.1,4048.725830078125,0.9791140496730805
2019-03-16,4048.725830078125,4077.036376953125,3961.657470703125,3963.900146484375,9856166973,-0.1,4025.22900390625,0.9791140496730805
2019-03-17,4025.22900390625,4054.1220703125,4006.4111328125,4047.719482421875,8221625400,-0.1,4032.50732421875,0.9791140496730805
2019-03-18,4032.50732421875,4071.556640625,4009.1171875,4029.968505859375,9646954186,-0.1,4071.190185546875,0.9791140496730805
2019-03-19,4071.190185546875,4082.216064453125,4023.8125,4032.69189453125,9344919956,-0.1,4087.476318359375,0.9791140496730805
2019-03-20,4087.476318359375,4089.4619140625,4031.11083984375,4070.7939453125,10175916388,-0.1,4029.326904296875,0.9791140496730805
2019-03-21,4029.326904296875,4097.35986328125,4005.1513671875,4083.953857421875,10831212662,-0.1,4023.96826171875,0.9791140496730805
2019-03-22,4023.96826171875,4053.90673828125,4021.54248046875,4028.5146484375,9252935969,-0.1,4035.826416015625,0.9791140496730805
2019-03-23,4035.826416015625,4049.882568359375,4015.964599609375,4022.71337890625,9578850549,-0.1,4022.168212890625,0.9791140496730805
2019-03-24,4022.168212890625,4040.69970703125,4006.19287109375,4035.16357421875,9144851065,-0.1,3963.070556640625,0.9791140496730805
2019-03-25,3963.070556640625,4038.8408203125,3934.03125,4024.11279296875,10359818883,-0.1,3985.080810546875,0.9791140496730805
2019-03-26,3985.080810546875,3985.080810546875,3944.753173828125,3969.228759765625,10707678815,-0.1,4087.066162109375,0.9791140496730805
2019-03-27,4087.066162109375,4087.066162109375,3977.810546875,3984.244873046875,10897131934,-0.1,4069.107177734375,0.9791140496730805
2019-03-28,4069.107177734375,4094.902099609375,4040.266357421875,4087.58447265625,9353915899,-0.1,4098.37451171875,0.9791140496730805
2019-03-29,4098.37451171875,4113.5009765625,4034.09716796875,4068.2998046875,10918665557,-0.1,4106.66015625,0.9791140496730805
2019-03-30,4106.66015625,4296.806640625,4053.90966796875,4092.13623046875,9732688060,-0.1,4105.404296875,0.9791140496730805
2019-03-31,4105.404296875,4113.0234375,4094.100830078125,4105.4560546875,9045122443,-0.1,4158.18310546875,0.9791140496730805
2019-04-01,4158.18310546875,4164.953125,4096.9013671875,4105.3623046875,10157794171,-0.1,4879.8779296875,0.9791140496730805
2019-04-02,4879.8779296875,4905.95458984375,4155.31689453125,4156.91943359375,21315047816,-0.1,4973.02197265625,0.9791140496730805
2019-04-03,4973.02197265625,5307.00341796875,4876.62109375,4879.9580078125,22899891582,-0.1,4922.798828125,0.9791140496730805
2019-04-04,4922.798828125,5063.15966796875,4836.7939453125,4971.3076171875,18251810240,-0.1,5036.68115234375,0.9791140496730805
2019-04-05,5036.68115234375,5053.509765625,4919.49169921875,4922.80615234375,16837325387,-0.1,5059.8173828125,0.9791140496730805
2019-04-06,5059.8173828125,5205.82177734375,4992.22216796875,5036.79296875,16929795194,-0.1,5198.89697265625,0.9791140496730805
2019-04-07,5198.89697265625,5235.1865234375,5050.412109375,5062.7939453125,16655416140,-0.1,5289.77099609375,0.9791140496730805
2019-04-08,5289.77099609375,5318.83642578125,5148.2119140625,5199.83544921875,17154113634,-0.1,5204.95849609375,0.9791140496730805
2019-04-09,5204.95849609375,5289.91796875,5167.4189453125,5289.91796875,14722104361,-0.1,5324.5517578125,0.9791140496730805
2019-04-10,5324.5517578125,5421.6513671875,5193.38232421875,5204.10546875,15504590933,-0.1,5064.48779296875,0.9791140496730805
2019-04-11,5064.48779296875,5354.2255859375,5017.29638671875,5325.08154296875,16555616019,-0.1,5089.5390625,0.9791140496730805
2019-04-12,5089.5390625,5103.2744140625,4955.8525390625,5061.20068359375,13675206312,-0.1,5096.58642578125,0.9791140496730805
2019-04-13,5096.58642578125,5127.1220703125,5061.58935546875,5088.85009765625,10823289598,-0.1,5167.72216796875,0.9791140496730805
2019-04-14,5167.72216796875,5184.01611328125,5053.568359375,5095.7587890625,10391952498,-0.1,5067.1083984375,0.9791140496730805
2019-04-15,5067.1083984375,5196.60693359375,5024.0693359375,5167.32177734375,12290155061,-0.1,5235.5595703125,0.9791140496730805
2019-04-16,5235.5595703125,5238.9453125,5055.19482421875,5066.57763671875,11618660197,-0.1,5251.93798828125,0.9791140496730805
2019-04-17,5251.93798828125,5274.275390625,5219.20556640625,5236.13525390625,12438480677,-0.1,5298.3857421875,0.9791140496730805
2019-04-18,5298.3857421875,5319.986328125,5250.5068359375,5251.48046875,13256489918,-0.1,5303.8125,0.9791140496730805
2019-04-19,5303.8125,5336.68017578125,5233.3349609375,5298.154296875,13780238655,-0.1,5337.88623046875,0.9791140496730805
2019-04-20,5337.88623046875,5358.49072265625,5295.8779296875,5304.16064453125,13169647522,-0.1,5314.53125,0.9791140496730805
2019-04-21,5314.53125,5359.9248046875,5257.33935546875,5335.87890625,13731844223,-0.1,5399.365234375,0.9791140496730805
2019-04-22,5399.365234375,5422.6875,5280.27685546875,5312.49462890625,14601631648,-0.1,5572.3623046875,0.9791140496730805
2019-04-23,5572.3623046875,5633.80224609375,5389.40869140625,5399.36572265625,15867308108,-0.1,5464.86669921875,0.9791140496730805
2019-04-24,5464.86669921875,5642.04443359375,5418.26318359375,5571.50830078125,17048033399,-0.1,5210.515625,0.9791140496730805
2019-04-25,5210.515625,5542.23828125,5181.3388671875,5466.5244140625,15330283408,-0.1,5279.34814453125,0.9791140496730805
2019-04-26,5279.34814453125,5383.63427734375,5177.36865234375,5210.3046875,16812108040,-0.1,5268.291015625,0.9791140496730805
2019-04-27,5268.291015625,5310.75,5233.6357421875,5279.47119140625,13111274675,-0.1,5285.13916015625,0.9791140496730805
2019-04-28,5285.13916015625,5326.23193359375,5255.68359375,5271.74658203125,12819992056,-0.1,5247.3525390625,0.9791140496730805
2019-04-29,5247.3525390625,5311.27490234375,5216.48779296875,5284.8583984375,13735490672,-0.1,5350.7265625,0.9791140496730805
2019-04-30,5350.7265625,5363.25732421875,5224.18994140625,5247.72607421875,13878964574,-0.1,5402.697265625,0.9791140496730805
2019-05-01,5402.697265625,5418.00390625,5347.64599609375,5350.91455078125,13679528236,-0.1,5505.28369140625,0.9791140496730805
2019-05-02,5505.28369140625,5522.2626953125,5394.21728515625,5402.4228515625,14644460907,-0.1,5768.28955078125,0.9791140496730805
2019-05-03,5768.28955078125,5865.8818359375,5490.20166015625,5505.55224609375,18720780006,-0.1,5831.16748046875,0.9791140496730805
2019-05-04,5831.16748046875,5886.8935546875,5645.46923828125,5769.20263671875,17567780766,-0.1,5795.70849609375,0.9791140496730805
2019-05-05,5795.70849609375,5833.86279296875,5708.03515625,5831.068359375,14808830723,-0.1,5746.80712890625,0.9791140496730805
2019-05-06,5746.80712890625,5802.95751953125,5653.6875,5791.693359375,15737171804,-0.1,5829.50146484375,0.9791140496730805
2019-05-07,5829.50146484375,5988.17822265625,5741.39599609375,5745.59912109375,18026409033,-0.1,5982.45751953125,0.9791140496730805
2019-05-08,5982.45751953125,5989.98095703125,5794.7158203125,5849.4814453125,15320605300,-0.1,6174.52880859375,0.9791140496730805
2019-05-09,6174.52880859375,6183.0390625,5982.31640625,5982.31640625,16784645411,-0.1,6378.84912109375,0.9791140496730805
2019-05-10,6378.84912109375,6434.61767578125,6161.51904296875,6175.82275390625,19419875368,-0.1,7204.771484375,0.9791140496730805
2019-05-11,7204.771484375,7333.0029296875,6375.69873046875,6379.6669921875,28867562329,-0.1,6972.37158203125,0.9791140496730805
2019-05-12,6972.37158203125,7503.8720703125,6815.77099609375,7203.50732421875,27773333680,-0.1,7814.9150390625,0.9791140496730805
2019-05-13,7814.9150390625,8047.4130859375,6898.2822265625,6971.17822265625,28677672181,-0.1,7994.416015625,0.9791140496730805
2019-05-14,7994.416015625,8268.712890625,7696.39111328125,7807.88427734375,32031452227,-0.1,8205.16796875,0.9791140496730805
2019-05-15,8205.16796875,8216.423828125,7899.10693359375,7989.37451171875,28344112920,-0.1,7884.9091796875,0.9791140496730805
2019-05-16,7884.9091796875,8320.82421875,7729.6083984375,8194.5009765625,33167197581,-0.1,7343.8955078125,0.9791140496730805
2019-05-17,7343.8955078125,7929.1455078125,7038.12451171875,7886.92578125,30066644905,-0.1,7271.2080078125,0.9791140496730805
2019-05-18,7271.2080078125,7447.27197265625,7251.50439453125,7341.66455078125,21354286562,-0.1,8197.689453125,0.9791140496730805
2019-05-19,8197.689453125,8261.94140625,7267.962890625,7267.962890625,25902422040,-0.1,7978.30908203125,0.9791140496730805
2019-05-20,7978.30908203125,8200.9677734375,7678.78173828125,8196.923828125,23843404340,-0.1,7963.32763671875,0.9791140496730805
2019-05-21,7963.32763671875,8062.16796875,7843.33984375,7977.96923828125,25127245056,-0.1,7680.06640625,0.9791140496730805
2019-05-22,7680.06640625,7997.6123046875,7615.9873046875,7956.2919921875,24719473175,-0.1,7881.8466796875,0.9791140496730805
2019-05-23,7881.8466796875,7943.79150390625,7533.19677734375,7677.26904296875,24457107820,-0.1,7987.37158203125,0.9791140496730805
2019-05-24,7987.37158203125,8140.7197265625,7824.44873046875,7881.6953125,25919126991,-0.1,8052.5439453125,0.9791140496730805
2019-05-25,8052.5439453125,8117.92578125,7965.97607421875,7991.88525390625,22256813107,-0.1,8673.2158203125,0.9791140496730805
2019-05-26,8673.2158203125,8687.5205078125,7924.67041015625,8055.2060546875,26677970091,-0.1,8805.7783203125,0.9791140496730805
2019-05-27,8805.7783203125,8907.1748046875,8668.705078125,8674.072265625,27949839564,-0.1,8719.9619140625,0.9791140496730805
2019-05-28,8719.9619140625,8807.0166015625,8634.7216796875,8802.7578125,24226919267,-0.1,8659.4873046875,0.9791140496730805
2019-05-29,8659.4873046875,8755.8525390625,8482.728515625,8718.591796875,23473479966,-0.1,8319.47265625,0.9791140496730805
2019-05-30,8319.47265625,9008.314453125,8221.2734375,8661.7607421875,29246528551,-0.1,8574.501953125,0.9791140496730805
2019-05-31,8574.501953125,8586.6591796875,8172.55078125,8320.2861328125,25365190957,-0.1,8564.0166015625,0.9791140496730805
2019-06-01,8564.0166015625,8625.6005859375,8481.578125,8573.83984375,22488303544,-0.1,8742.9580078125,0.9791140496730805
2019-06-02,8742.9580078125,8809.3037109375,8561.2353515625,8565.4736328125,20266216022,-0.1,8208.9951171875,0.9791140496730805
2019-06-03,8208.9951171875,8743.5,8204.185546875,8741.7470703125,22004511436,-0.1,7707.77099609375,0.9791140496730805
2019-06-04,7707.77099609375,8210.9853515625,7564.48876953125,8210.9853515625,24609731549,-0.1,7824.2314453125,0.9791140496730805
2019-06-05,7824.2314453125,7901.84912109375,7668.66845703125,7704.34326171875,21760923463,-0.1,7822.0234375,0.9791140496730805
2019-06-06,7822.0234375,7937.3408203125,7571.47119140625,7819.63330078125,19474611077,-0.1,8043.951171875,0.9791140496730805
2019-06-07,8043.951171875,8126.1533203125,7788.37353515625,7826.9013671875,19141423231,-0.1,7954.1279296875,0.9791140496730805
2019-06-08,7954.1279296875,8076.89111328125,7837.61083984375,8036.77490234375,16522722810,-0.1,7688.0771484375,0.9791140496730805
2019-06-09,7688.0771484375,7975.97412109375,7583.2197265625,7949.6748046875,16610726547,-0.1,8000.32958984375,0.9791140496730805
2019-06-10,8000.32958984375,8031.90966796875,7586.73095703125,7692.28466796875,18689275117,-0.1,7927.71435546875,0.9791140496730805
2019-06-11,7927.71435546875,8026.39404296875,7772.8037109375,8004.24365234375,17107279932,-0.1,8145.857421875,0.9791140496730805
2019-06-12,8145.857421875,8196.6484375,7862.35986328125,7925.43408203125,19034432883,-0.1,8230.923828125,0.9791140496730805
2019-06-13,8230.923828125,8311.5673828125,8087.06103515625,8145.54541015625,18669407147,-0.1,8693.8330078125,0.9791140496730805
2019-06-14,8693.8330078125,8710.63671875,8183.39306640625,8230.8984375,19831162906,-0.1,8838.375,0.9791140496730805
2019-06-15,8838.375,8859.1279296875,8618.3955078125,8689.74609375,18371033226,-0.1,8994.48828125,0.9791140496730805
2019-06-16,8994.48828125,9335.8671875,8814.556640625,8841.4404296875,23348550311,-0.1,9320.3525390625,0.9791140496730805
2019-06-17,9320.3525390625,9416.4072265625,8988.923828125,8988.923828125,15562951919,-0.1,9081.7626953125,0.9791140496730805
2019-06-18,9081.7626953125,9348.3740234375,9004.9013671875,9335.466796875,15848210536,-0.1,9273.521484375,0.9791140496730805
2019-06-19,9273.521484375,9299.62109375,9070.3955078125,9078.7275390625,15546809946,-0.1,9527.16015625,0.9791140496730805
2019-06-20,9527.16015625,9594.419921875,9232.484375,9273.060546875,17846823784,-0.1,10144.556640625,0.9791140496730805
2019-06-21,10144.556640625,10144.556640625,9525.07421875,9525.07421875,20624008643,-0.1,10701.69140625,0.9791140496730805
2019-06-22,10701.69140625,11157.345703125,10107.03515625,10175.923828125,29995204861,-0.1,10855.37109375,0.9791140496730805
2019-06-23,10855.37109375,11246.14453125,10556.095703125,10696.69140625,20998326502,-0.1,11011.1025390625,0.9791140496730805
2019-06-24,11011.1025390625,11065.896484375,10610.427734375,10853.744140625,19271652365,-0.1,11790.9169921875,0.9791140496730805
2019-06-25,11790.9169921875,11790.9169921875,11007.2021484375,11007.2021484375,24879684533,-0.1,13016.2314453125,0.9791140496730805
2019-06-26,13016.2314453125,13796.4892578125,11755.59765625,11778.5810546875,45105733173,-0.1,11182.806640625,0.9791140496730805
2019-06-27,11182.806640625,13311.14453125,10491.8525390625,13017.125,39977475223,-0.1,12407.33203125,0.9791140496730805
2019-06-28,12407.33203125,12445.1748046875,10914.4951171875,11162.16796875,35087757766,-0.1,11959.37109375,0.9791140496730805
2019-06-29,11959.37109375,12400.91015625,11508.37890625,12400.763671875,29923961128,-0.1,10817.1552734375,0.9791140496730805
2019-06-30,10817.1552734375,12178.3837890625,10799.0087890625,11931.9912109375,27256473494,-0.1,10583.134765625,0.9791140496730805
2019-07-01,10583.134765625,11206.439453125,10089.314453125,10796.9306640625,29378589324,-0.1,10801.677734375,0.9791140496730805
2019-07-02,10801.677734375,10912.1884765625,9737.884765625,10588.68359375,31015895223,-0.1,11961.26953125,0.9791140496730805
2019-07-03,11961.26953125,11968.078125,10818.15625,10818.15625,30796494294,-0.1,11215.4375,0.9791140496730805
2019-07-04,11215.4375,12006.0751953125,11166.5693359375,11972.71875,25920294033,-0.1,10978.4599609375,0.9791140496730805
2019-07-05,10978.4599609375,11395.6611328125,10874.96484375,11203.1025390625,23838480210,-0.1,11208.55078125,0.9791140496730805
2019-07-06,11208.55078125,11620.96484375,10982.5439453125,10982.5439453125,21092024306,-0.1,11450.8466796875,0.9791140496730805
2019-07-07,11450.8466796875,11541.6201171875,11148.8046875,11217.6162109375,19369044277,-0.1,12285.9580078125,0.9791140496730805
2019-07-08,12285.9580078125,12345.8330078125,11393.3740234375,11446.5966796875,23482551458,-0.1,12573.8125,0.9791140496730805
2019-07-09,12573.8125,12779.1318359375,12233.26171875,12284.326171875,28167921523,-0.1,12156.5126953125,0.9791140496730805
2019-07-10,12156.5126953125,13129.529296875,11710.978515625,12571.537109375,33627574244,-0.1,11358.662109375,0.9791140496730805
2019-07-11,11358.662109375,12144.623046875,11158.9228515625,12139.7138671875,28595327690,-0.1,11815.986328125,0.9791140496730805
2019-07-12,11815.986328125,11905.4873046875,11179.14453125,11354.2998046875,23534692797,-0.1,11392.37890625,0.9791140496730805
2019-07-13,11392.37890625,11841.95703125,10908.4794921875,11813.126953125,21042616384,-0.1,10256.05859375,0.9791140496730805
2019-07-14,10256.05859375,11451.2041015625,10234.576171875,11381.0205078125,22486000001,-0.1,10895.08984375,0.9791140496730805
2019-07-15,10895.08984375,11052.7666015625,9992.0068359375,10257.8388671875,25384047207,-0.1,9477.6416015625,0.9791140496730805
2019-07-16,9477.6416015625,10996.6328125,9448.1064453125,10896.6533203125,24151199070,-0.1,9693.802734375,0.9791140496730805
2019-07-17,9693.802734375,9963.134765625,9163.134765625,9471.2138671875,24569921549,-0.1,10666.482421875,0.9791140496730805
2019-07-18,10666.482421875,10736.8427734375,9376.798828125,9698.5029296875,25187024648,-0.1,10530.732421875,0.9791140496730805
2019-07-19,10530.732421875,10716.98046875,10229.62890625,10653.9560546875,20727426310,-0.1,10767.1396484375,0.9791140496730805
2019-07-20,10767.1396484375,11048.662109375,10451.2763671875,10525.8193359375,20206615155,-0.1,10599.10546875,0.9791140496730805
2019-07-21,10599.10546875,10841.8876953125,10389.599609375,10777.529296875,17130580467,-0.1,10343.1064453125,0.9791140496730805
2019-07-22,10343.1064453125,10651.791015625,10154.921875,10596.9482421875,16334414913,-0.1,9900.767578125,0.9791140496730805
2019-07-23,9900.767578125,10346.748046875,9883.5947265625,10346.748046875,17851916995,-0.1,9811.92578125,0.9791140496730805
2019-07-24,9811.92578125,9908.796875,9614.306640625,9887.73046875,17398734322,-0.1,9911.841796875,0.9791140496730805
2019-07-25,9911.841796875,10154.25390625,9773.95703125,9809.0966796875,15821952090,-0.1,9870.3037109375,0.9791140496730805
2019-07-26,9870.3037109375,9916.517578125,9717.982421875,9913.126953125,14495714483,-0.1,9477.677734375,0.9791140496730805
2019-07-27,9477.677734375,10167.3203125,9411.521484375,9871.1650390625,16817809536,-0.1,9552.8603515625,0.9791140496730805
2019-07-28,9552.8603515625,9575.544921875,9252.296875,9491.626953125,13738687093,-0.1,9519.1455078125,0.9791140496730805
2019-07-29,9519.1455078125,9681.6484375,9472.9482421875,9548.1787109375,13791445323,-0.1,9607.423828125,0.9791140496730805
2019-07-30,9607.423828125,9701.759765625,9437.3359375,9522.3291015625,13829811132,-0.1,10085.6279296875,0.9791140496730805
2019-07-31,10085.6279296875,10085.6279296875,9598.09765625,9604.05078125,16631520648,-0.1,10399.6689453125,0.9791140496730805
2019-08-01,10399.6689453125,10446.919921875,9922.01953125,10077.4423828125,17165337858,-0.1,10518.1748046875,0.9791140496730805
2019-08-02,10518.1748046875,10657.953125,10371.013671875,10402.04296875,17489094082,-0.1,10821.7265625,0.9791140496730805
2019-08-03,10821.7265625,10946.78125,10503.5048828125,10519.2783203125,15352685061,-0.1,10970.1845703125,0.9791140496730805
2019-08-04,10970.1845703125,11009.20703125,10620.2783203125,10821.6328125,16530894787,-0.1,11805.6533203125,0.9791140496730805
